timestamp_utc,bruto,rms,raw_line
2025-11-14T18:23:04.701427+00:00,,,1.60
2025-11-14T18:23:04.701889+00:00,3,1.62,3	1.62
2025-11-14T18:23:04.702069+00:00,1,1.63,1	1.63
2025-11-14T18:23:04.702214+00:00,2,1.63,2	1.63
2025-11-14T18:23:04.702400+00:00,-3,1.65,-3	1.65
2025-11-14T18:23:04.702574+00:00,-1,1.65,-1	1.65
2025-11-14T18:23:04.702776+00:00,0,1.65,0	1.65
2025-11-14T18:23:04.702970+00:00,-4,1.69,-4	1.69
2025-11-14T18:23:04.703221+00:00,1,1.68,1	1.68
2025-11-14T18:23:04.703497+00:00,0,1.68,0	1.68
2025-11-14T18:23:04.703615+00:00,,,�
2025-11-14T18:23:04.704677+00:00,2,1.62,2	1.62
2025-11-14T18:23:04.705214+00:00,0,1.62,0	1.62
2025-11-14T18:23:04.705499+00:00,0,1.62,0	1.62
2025-11-14T18:23:04.705861+00:00,-1,1.59,-1	1.59
2025-11-14T18:23:04.706070+00:00,-1,1.6,-1	1.60
2025-11-14T18:23:04.706206+00:00,0,1.6,0	1.60
2025-11-14T18:23:04.706347+00:00,3,1.62,3	1.62
2025-11-14T18:23:04.706467+00:00,1,1.63,1	1.63
2025-11-14T18:23:04.706603+00:00,2,1.63,2	1.63
2025-11-14T18:23:04.706765+00:00,-3,1.65,-3	1.65
2025-11-14T18:23:04.706883+00:00,-1,1.65,-1	1.65
2025-11-14T18:23:04.707017+00:00,0,1.65,0	1.65
2025-11-14T18:23:04.707142+00:00,-4,1.69,-4	1.69
2025-11-14T18:23:04.707256+00:00,1,1.68,1	1.68
2025-11-14T18:23:04.707375+00:00,0,1.68,0	1.68
2025-11-14T18:23:05.709282+00:00,,,�
2025-11-14T18:23:06.043855+00:00,185,0.0,185	0
2025-11-14T18:23:06.052139+00:00,279,0.0,279	0
2025-11-14T18:23:06.060601+00:00,95,0.0,95	0
2025-11-14T18:23:06.064391+00:00,82,0.0,82	0
2025-11-14T18:23:06.072584+00:00,20,0.0,20	0
2025-11-14T18:23:06.080661+00:00,-40,0.0,-40	0
2025-11-14T18:23:06.084750+00:00,-47,0.0,-47	0
2025-11-14T18:23:06.093066+00:00,-109,0.0,-109	0
2025-11-14T18:23:06.101274+00:00,-98,0.0,-98	0
2025-11-14T18:23:06.109498+00:00,-138,0.0,-138	0
2025-11-14T18:23:06.117961+00:00,-122,0.0,-122	0
2025-11-14T18:23:06.125959+00:00,-128,0.0,-128	0
2025-11-14T18:23:06.134005+00:00,-107,0.0,-107	0
2025-11-14T18:23:06.142294+00:00,-100,0.0,-100	0
2025-11-14T18:23:06.150922+00:00,-102,0.0,-102	0
2025-11-14T18:23:06.158912+00:00,-74,0.0,-74	0
2025-11-14T18:23:06.166692+00:00,-80,0.0,-80	0
2025-11-14T18:23:06.174904+00:00,-47,0.0,-47	0
2025-11-14T18:23:06.179080+00:00,-51,0.0,-51	0
2025-11-14T18:23:06.187252+00:00,-20,0.0,-20	0
2025-11-14T18:23:06.195384+00:00,-13,0.0,-13	0
2025-11-14T18:23:06.203520+00:00,-3,0.0,-3	0
2025-11-14T18:23:06.207724+00:00,18,0.0,18	0
2025-11-14T18:23:06.215908+00:00,10,0.0,10	0
2025-11-14T18:23:06.220084+00:00,41,0.0,41	0
2025-11-14T18:23:06.228250+00:00,34,0.0,34	0
2025-11-14T18:23:06.232398+00:00,43,0.0,43	0
2025-11-14T18:23:06.240469+00:00,60,0.0,60	0
2025-11-14T18:23:06.244604+00:00,45,0.0,45	0
2025-11-14T18:23:06.252701+00:00,65,0.0,65	0
2025-11-14T18:23:06.256766+00:00,61,0.0,61	0
2025-11-14T18:23:06.265105+00:00,51,0.0,51	0
2025-11-14T18:23:06.269123+00:00,68,0.0,68	0
2025-11-14T18:23:06.277381+00:00,52,0.0,52	0
2025-11-14T18:23:06.281498+00:00,51,0.0,51	0
2025-11-14T18:23:06.289580+00:00,59,0.0,59	0
2025-11-14T18:23:06.293807+00:00,38,0.0,38	0
2025-11-14T18:23:06.301968+00:00,47,0.0,47	0
2025-11-14T18:23:06.306094+00:00,41,0.0,41	0
2025-11-14T18:23:06.314291+00:00,24,0.0,24	0
2025-11-14T18:23:06.318391+00:00,37,0.0,37	0
2025-11-14T18:23:06.326798+00:00,20,0.0,20	0
2025-11-14T18:23:06.330957+00:00,18,0.0,18	0
2025-11-14T18:23:06.339023+00:00,19,0.0,19	0
2025-11-14T18:23:06.347283+00:00,-1,0.0,-1	0
2025-11-14T18:23:06.351060+00:00,5,0.0,5	0
2025-11-14T18:23:06.355224+00:00,2,0.0,2	0
2025-11-14T18:23:06.363677+00:00,-15,0.0,-15	0
2025-11-14T18:23:06.367881+00:00,-1,0.0,-1	0
2025-11-14T18:23:06.375757+00:00,-6,0.0,-6	0
2025-11-14T18:23:06.383847+00:00,-19,0.0,-19	0
2025-11-14T18:23:06.388338+00:00,-11,0.0,-11	0
2025-11-14T18:23:06.396544+00:00,-20,0.0,-20	0
2025-11-14T18:23:06.404377+00:00,-15,0.0,-15	0
2025-11-14T18:23:06.412547+00:00,-19,0.0,-19	0
2025-11-14T18:23:06.420768+00:00,-27,0.0,-27	0
2025-11-14T18:23:06.424897+00:00,-17,0.0,-17	0
2025-11-14T18:23:06.433336+00:00,-27,0.0,-27	0
2025-11-14T18:23:06.441478+00:00,-13,0.0,-13	0
2025-11-14T18:23:06.449756+00:00,-22,0.0,-22	0
2025-11-14T18:23:06.453995+00:00,-19,0.0,-19	0
2025-11-14T18:23:06.462097+00:00,-16,0.0,-16	0
2025-11-14T18:23:06.470189+00:00,-22,0.0,-22	0
2025-11-14T18:23:06.477987+00:00,-10,0.0,-10	0
2025-11-14T18:23:06.486314+00:00,-23,0.0,-23	0
2025-11-14T18:23:06.490636+00:00,-7,0.0,-7	0
2025-11-14T18:23:06.499071+00:00,-20,0.0,-20	0
2025-11-14T18:23:06.503125+00:00,-5,0.0,-5	0
2025-11-14T18:23:06.511110+00:00,-5,0.0,-5	0
2025-11-14T18:23:06.519113+00:00,-10,0.0,-10	0
2025-11-14T18:23:06.523443+00:00,5,0.0,5	0
2025-11-14T18:23:06.531603+00:00,-18,0.0,-18	0
2025-11-14T18:23:06.535515+00:00,8,0.0,8	0
2025-11-14T18:23:06.539590+00:00,0,0.0,0	0
2025-11-14T18:23:06.547739+00:00,-7,0.0,-7	0
2025-11-14T18:23:06.551959+00:00,12,0.0,12	0
2025-11-14T18:23:06.560028+00:00,0,0.0,0	0
2025-11-14T18:23:06.564157+00:00,0,0.0,0	0
2025-11-14T18:23:06.568185+00:00,15,0.0,15	0
2025-11-14T18:23:06.576344+00:00,4,0.0,4	0
2025-11-14T18:23:06.580553+00:00,-5,0.0,-5	0
2025-11-14T18:23:06.588658+00:00,16,0.0,16	0
2025-11-14T18:23:06.592801+00:00,1,0.0,1	0
2025-11-14T18:23:06.596870+00:00,2,0.0,2	0
2025-11-14T18:23:06.605111+00:00,14,0.0,14	0
2025-11-14T18:23:06.609173+00:00,0,0.0,0	0
2025-11-14T18:23:06.613445+00:00,4,0.0,4	0
2025-11-14T18:23:06.621569+00:00,14,0.0,14	0
2025-11-14T18:23:06.625941+00:00,-1,0.0,-1	0
2025-11-14T18:23:06.633852+00:00,0,0.0,0	0
2025-11-14T18:23:06.638330+00:00,15,0.0,15	0
2025-11-14T18:23:06.646163+00:00,-3,0.0,-3	0
2025-11-14T18:23:06.650263+00:00,3,0.0,3	0
2025-11-14T18:23:06.654460+00:00,9,0.0,9	0
2025-11-14T18:23:06.662535+00:00,-9,0.0,-9	0
2025-11-14T18:23:06.666627+00:00,6,0.0,6	0
2025-11-14T18:23:06.671016+00:00,5,0.0,5	0
2025-11-14T18:23:06.679149+00:00,-9,0.0,-9	0
2025-11-14T18:23:06.683204+00:00,4,0.0,4	0
2025-11-14T18:23:06.691173+00:00,3,55.19,3	55.19
2025-11-14T18:23:06.703699+00:00,-2,52.0,-2	52.00
2025-11-14T18:23:06.712024+00:00,0,43.88,0	43.88
2025-11-14T18:23:06.720094+00:00,0,42.84,0	42.84
2025-11-14T18:23:06.732119+00:00,1,42.05,1	42.05
2025-11-14T18:23:06.740415+00:00,-4,42.0,-4	42.00
2025-11-14T18:23:06.748571+00:00,4,41.81,4	41.81
2025-11-14T18:23:06.760809+00:00,-4,41.55,-4	41.55
2025-11-14T18:23:06.768981+00:00,0,40.09,0	40.09
2025-11-14T18:23:06.781238+00:00,-2,38.88,-2	38.88
2025-11-14T18:23:06.789450+00:00,-8,36.35,-8	36.35
2025-11-14T18:23:06.801698+00:00,6,34.25,6	34.25
2025-11-14T18:23:06.809973+00:00,-11,31.79,-11	31.79
2025-11-14T18:23:06.822174+00:00,9,29.95,9	29.95
2025-11-14T18:23:06.830498+00:00,-3,28.23,-3	28.23
2025-11-14T18:23:06.842651+00:00,-6,26.33,-6	26.33
2025-11-14T18:23:06.850956+00:00,10,25.29,10	25.29
2025-11-14T18:23:06.863318+00:00,-13,24.02,-13	24.02
2025-11-14T18:23:06.871712+00:00,3,23.56,3	23.56
2025-11-14T18:23:06.883680+00:00,0,23.0,0	23.00
2025-11-14T18:23:06.891936+00:00,-3,22.92,-3	22.92
2025-11-14T18:23:06.900443+00:00,7,22.89,7	22.89
2025-11-14T18:23:06.912423+00:00,-5,22.9,-5	22.90
2025-11-14T18:23:06.920608+00:00,2,22.83,2	22.83
2025-11-14T18:23:06.932955+00:00,1,22.8,1	22.80
2025-11-14T18:23:06.941167+00:00,-5,22.44,-5	22.44
2025-11-14T18:23:06.949317+00:00,6,22.19,6	22.19
2025-11-14T18:23:06.961556+00:00,-7,21.78,-7	21.78
2025-11-14T18:23:06.969830+00:00,3,20.94,3	20.94
2025-11-14T18:23:06.982139+00:00,1,20.45,1	20.45
2025-11-14T18:23:06.990514+00:00,-6,19.4,-6	19.40
2025-11-14T18:23:07.002639+00:00,12,18.45,12	18.45
2025-11-14T18:23:07.011066+00:00,-10,17.76,-10	17.76
2025-11-14T18:23:07.023154+00:00,5,16.42,5	16.42
2025-11-14T18:23:07.031468+00:00,-1,15.57,-1	15.57
2025-11-14T18:23:07.043430+00:00,-8,14.73,-8	14.73
2025-11-14T18:23:07.051999+00:00,12,13.55,12	13.55
2025-11-14T18:23:07.064358+00:00,-8,13.03,-8	13.03
2025-11-14T18:23:07.072407+00:00,6,12.17,6	12.17
2025-11-14T18:23:07.080694+00:00,3,11.47,3	11.47
2025-11-14T18:23:07.092875+00:00,-4,11.22,-4	11.22
2025-11-14T18:23:07.101123+00:00,7,10.61,7	10.61
2025-11-14T18:23:07.113278+00:00,-6,10.44,-6	10.44
2025-11-14T18:23:07.121660+00:00,5,10.3,5	10.30
2025-11-14T18:23:07.129867+00:00,1,10.12,1	10.12
2025-11-14T18:23:07.142022+00:00,-2,10.12,-2	10.12
2025-11-14T18:23:07.150270+00:00,9,10.15,9	10.15
2025-11-14T18:23:07.162388+00:00,-9,10.19,-9	10.19
2025-11-14T18:23:07.170592+00:00,5,10.09,5	10.09
2025-11-14T18:23:07.178725+00:00,-1,10.09,-1	10.09
2025-11-14T18:23:07.191039+00:00,-5,10.08,-5	10.08
2025-11-14T18:23:07.199422+00:00,6,9.92,6	9.92
2025-11-14T18:23:07.207961+00:00,-6,9.88,-6	9.88
2025-11-14T18:23:07.216347+00:00,5,9.69,5	9.69
2025-11-14T18:23:07.227935+00:00,-3,9.57,-3	9.57
2025-11-14T18:23:07.236338+00:00,1,9.38,1	9.38
2025-11-14T18:23:07.244488+00:00,0,8.99,0	8.99
2025-11-14T18:23:07.252756+00:00,-4,8.83,-4	8.83
2025-11-14T18:23:07.260685+00:00,3,8.42,3	8.42
2025-11-14T18:23:07.268834+00:00,-4,8.33,-4	8.33
2025-11-14T18:23:07.276928+00:00,2,8.03,2	8.03
2025-11-14T18:23:07.289188+00:00,-2,7.81,-2	7.81
2025-11-14T18:23:07.297363+00:00,2,7.64,2	7.64
2025-11-14T18:23:07.305582+00:00,-2,7.32,-2	7.32
2025-11-14T18:23:07.313894+00:00,-2,7.26,-2	7.26
2025-11-14T18:23:07.322027+00:00,-1,6.88,-1	6.88
2025-11-14T18:23:07.334654+00:00,1,6.85,1	6.85
2025-11-14T18:23:07.342706+00:00,2,6.55,2	6.55
2025-11-14T18:23:07.350863+00:00,-2,6.54,-2	6.54
2025-11-14T18:23:07.359276+00:00,1,6.52,1	6.52
2025-11-14T18:23:07.367148+00:00,0,6.44,0	6.44
2025-11-14T18:23:07.375663+00:00,3,6.43,3	6.43
2025-11-14T18:23:07.383529+00:00,-3,6.18,-3	6.18
2025-11-14T18:23:07.391692+00:00,2,6.13,2	6.13
2025-11-14T18:23:07.399858+00:00,3,6.14,3	6.14
2025-11-14T18:23:07.408083+00:00,5,6.12,5	6.12
2025-11-14T18:23:07.416188+00:00,0,6.0,0	6.00
2025-11-14T18:23:07.424660+00:00,1,6.0,1	6.00
2025-11-14T18:23:07.432676+00:00,3,6.01,3	6.01
2025-11-14T18:23:07.444854+00:00,-1,5.82,-1	5.82
2025-11-14T18:23:07.453084+00:00,5,5.83,5	5.83
2025-11-14T18:23:07.461346+00:00,-3,5.81,-3	5.81
2025-11-14T18:23:07.469678+00:00,1,5.59,1	5.59
2025-11-14T18:23:07.477661+00:00,-1,5.59,-1	5.59
2025-11-14T18:23:07.489978+00:00,-2,5.59,-2	5.59
2025-11-14T18:23:07.498138+00:00,-1,5.41,-1	5.41
2025-11-14T18:23:07.506403+00:00,-3,5.42,-3	5.42
2025-11-14T18:23:07.514572+00:00,0,5.41,0	5.41
2025-11-14T18:23:07.523035+00:00,-2,5.22,-2	5.22
2025-11-14T18:23:07.531339+00:00,0,5.22,0	5.22
2025-11-14T18:23:07.543323+00:00,-2,5.23,-2	5.23
2025-11-14T18:23:07.551687+00:00,-1,5.01,-1	5.01
2025-11-14T18:23:07.560000+00:00,-2,5.0,-2	5.00
2025-11-14T18:23:07.567947+00:00,0,4.99,0	4.99
2025-11-14T18:23:07.576043+00:00,5,4.94,5	4.94
2025-11-14T18:23:07.588405+00:00,-3,4.87,-3	4.87
2025-11-14T18:23:07.596893+00:00,3,4.84,3	4.84
2025-11-14T18:23:07.604861+00:00,-1,4.81,-1	4.81
2025-11-14T18:23:07.613200+00:00,1,4.73,1	4.73
2025-11-14T18:23:07.621457+00:00,0,4.71,0	4.71
2025-11-14T18:23:07.629561+00:00,0,4.7,0	4.70
2025-11-14T18:23:07.637950+00:00,3,4.71,3	4.71
2025-11-14T18:23:07.646345+00:00,-1,4.71,-1	4.71
2025-11-14T18:23:07.654359+00:00,0,4.71,0	4.71
2025-11-14T18:23:07.666167+00:00,-2,4.71,-2	4.71
2025-11-14T18:23:07.674322+00:00,0,4.69,0	4.69
2025-11-14T18:23:07.682517+00:00,-1,4.68,-1	4.68
2025-11-14T18:23:07.690801+00:00,1,4.66,1	4.66
2025-11-14T18:23:07.698880+00:00,-2,4.67,-2	4.67
2025-11-14T18:23:07.711326+00:00,-2,4.67,-2	4.67
2025-11-14T18:23:07.719537+00:00,1,4.6,1	4.60
2025-11-14T18:23:07.727660+00:00,3,4.57,3	4.57
2025-11-14T18:23:07.736075+00:00,0,4.44,0	4.44
2025-11-14T18:23:07.744021+00:00,4,4.36,4	4.36
2025-11-14T18:23:07.752341+00:00,0,4.35,0	4.35
2025-11-14T18:23:07.760382+00:00,1,4.31,1	4.31
2025-11-14T18:23:07.768612+00:00,0,4.19,0	4.19
2025-11-14T18:23:07.776691+00:00,1,3.99,1	3.99
2025-11-14T18:23:07.784999+00:00,2,3.98,2	3.98
2025-11-14T18:23:07.793271+00:00,-3,3.99,-3	3.99
2025-11-14T18:23:07.801729+00:00,3,3.99,3	3.99
2025-11-14T18:23:07.809868+00:00,-3,3.94,-3	3.94
2025-11-14T18:23:07.818301+00:00,2,3.92,2	3.92
2025-11-14T18:23:07.830163+00:00,0,3.91,0	3.91
2025-11-14T18:23:07.838253+00:00,0,3.91,0	3.91
2025-11-14T18:23:07.846761+00:00,0,3.88,0	3.88
2025-11-14T18:23:07.854798+00:00,-1,3.83,-1	3.83
2025-11-14T18:23:07.863010+00:00,-1,3.77,-1	3.77
2025-11-14T18:23:07.871190+00:00,-3,3.77,-3	3.77
2025-11-14T18:23:07.879542+00:00,4,3.79,4	3.79
2025-11-14T18:23:07.887506+00:00,0,3.74,0	3.74
2025-11-14T18:23:07.899663+00:00,-2,3.55,-2	3.55
2025-11-14T18:23:07.907918+00:00,0,3.4,0	3.40
2025-11-14T18:23:07.916528+00:00,2,3.37,2	3.37
2025-11-14T18:23:07.924531+00:00,0,3.37,0	3.37
2025-11-14T18:23:07.932786+00:00,-1,3.28,-1	3.28
2025-11-14T18:23:07.941011+00:00,-1,3.05,-1	3.05
2025-11-14T18:23:07.949442+00:00,0,2.94,0	2.94
2025-11-14T18:23:07.957378+00:00,3,2.9,3	2.90
2025-11-14T18:23:07.969341+00:00,-3,2.9,-3	2.90
2025-11-14T18:23:07.977392+00:00,0,2.87,0	2.87
2025-11-14T18:23:07.985642+00:00,1,2.79,1	2.79
2025-11-14T18:23:07.993962+00:00,2,2.73,2	2.73
2025-11-14T18:23:08.002136+00:00,-1,2.68,-1	2.68
2025-11-14T18:23:08.010278+00:00,0,2.68,0	2.68
2025-11-14T18:23:08.018439+00:00,0,2.67,0	2.67
2025-11-14T18:23:08.026557+00:00,0,2.52,0	2.52
2025-11-14T18:23:08.034882+00:00,4,2.39,4	2.39
2025-11-14T18:23:08.043035+00:00,0,2.33,0	2.33
2025-11-14T18:23:08.051301+00:00,0,2.33,0	2.33
2025-11-14T18:23:08.060007+00:00,0,2.28,0	2.28
2025-11-14T18:23:08.067938+00:00,0,2.2,0	2.20
2025-11-14T18:23:08.080105+00:00,-2,2.12,-2	2.12
2025-11-14T18:23:08.088046+00:00,1,2.06,1	2.06
2025-11-14T18:23:08.096343+00:00,-1,2.04,-1	2.04
2025-11-14T18:23:08.104446+00:00,-1,2.04,-1	2.04
2025-11-14T18:23:08.112712+00:00,0,2.04,0	2.04
2025-11-14T18:23:08.124981+00:00,-2,2.01,-2	2.01
2025-11-14T18:23:08.133308+00:00,2,2.0,2	2.00
2025-11-14T18:23:08.141289+00:00,1,1.96,1	1.96
2025-11-14T18:23:08.149552+00:00,-1,1.96,-1	1.96
2025-11-14T18:23:08.157751+00:00,-3,1.97,-3	1.97
2025-11-14T18:23:08.165977+00:00,3,1.98,3	1.98
2025-11-14T18:23:08.174565+00:00,1,1.97,1	1.97
2025-11-14T18:23:08.186761+00:00,-4,2.0,-4	2.00
2025-11-14T18:23:08.194824+00:00,0,2.0,0	2.00
2025-11-14T18:23:08.203035+00:00,0,2.0,0	2.00
2025-11-14T18:23:08.211076+00:00,2,2.0,2	2.00
2025-11-14T18:23:08.219253+00:00,1,1.99,1	1.99
2025-11-14T18:23:08.227723+00:00,2,2.0,2	2.00
2025-11-14T18:23:08.235991+00:00,-3,2.02,-3	2.02
2025-11-14T18:23:08.244063+00:00,-4,2.04,-4	2.04
2025-11-14T18:23:08.252171+00:00,2,2.03,2	2.03
2025-11-14T18:23:08.264231+00:00,-1,2.02,-1	2.02
2025-11-14T18:23:08.272391+00:00,1,2.0,1	2.00
2025-11-14T18:23:08.280589+00:00,0,1.94,0	1.94
2025-11-14T18:23:08.288887+00:00,-1,1.94,-1	1.94
2025-11-14T18:23:08.297078+00:00,1,1.94,1	1.94
2025-11-14T18:23:08.305158+00:00,1,1.92,1	1.92
2025-11-14T18:23:08.313553+00:00,0,1.92,0	1.92
2025-11-14T18:23:08.321587+00:00,0,1.85,0	1.85
2025-11-14T18:23:08.329777+00:00,-1,1.83,-1	1.83
2025-11-14T18:23:08.342289+00:00,-1,1.83,-1	1.83
2025-11-14T18:23:08.350580+00:00,0,1.82,0	1.82
2025-11-14T18:23:08.358762+00:00,1,1.82,1	1.82
2025-11-14T18:23:08.366643+00:00,1,1.82,1	1.82
2025-11-14T18:23:08.375254+00:00,0,1.79,0	1.79
2025-11-14T18:23:08.383175+00:00,0,1.79,0	1.79
2025-11-14T18:23:08.391277+00:00,0,1.78,0	1.78
2025-11-14T18:23:08.399456+00:00,1,1.78,1	1.78
2025-11-14T18:23:08.407939+00:00,2,1.78,2	1.78
2025-11-14T18:23:08.415878+00:00,-4,1.82,-4	1.82
2025-11-14T18:23:08.423996+00:00,-3,1.84,-3	1.84
2025-11-14T18:23:08.432313+00:00,2,1.85,2	1.85
2025-11-14T18:23:08.444853+00:00,-6,1.88,-6	1.88
2025-11-14T18:23:08.452787+00:00,1,1.86,1	1.86
2025-11-14T18:23:08.461096+00:00,4,1.88,4	1.88
2025-11-14T18:23:08.469112+00:00,-3,1.9,-3	1.90
2025-11-14T18:23:08.477653+00:00,-1,1.9,-1	1.90
2025-11-14T18:23:08.485812+00:00,0,1.9,0	1.90
2025-11-14T18:23:08.494153+00:00,2,1.91,2	1.91
2025-11-14T18:23:08.506102+00:00,-2,1.89,-2	1.89
2025-11-14T18:23:08.514306+00:00,0,1.89,0	1.89
2025-11-14T18:23:08.522500+00:00,0,1.89,0	1.89
2025-11-14T18:23:08.530666+00:00,1,1.88,1	1.88
2025-11-14T18:23:08.539148+00:00,0,1.88,0	1.88
2025-11-14T18:23:08.547164+00:00,-2,1.89,-2	1.89
2025-11-14T18:23:08.555628+00:00,1,1.89,1	1.89
2025-11-14T18:23:08.563580+00:00,0,1.88,0	1.88
2025-11-14T18:23:08.571760+00:00,4,1.91,4	1.91
2025-11-14T18:23:08.579734+00:00,2,1.92,2	1.92
2025-11-14T18:23:08.588235+00:00,0,1.9,0	1.90
2025-11-14T18:23:08.596178+00:00,-3,1.92,-3	1.92
2025-11-14T18:23:08.608615+00:00,-3,1.9,-3	1.90
2025-11-14T18:23:08.616480+00:00,3,1.93,3	1.93
2025-11-14T18:23:08.624668+00:00,0,1.92,0	1.92
2025-11-14T18:23:08.633001+00:00,-1,1.93,-1	1.93
2025-11-14T18:23:08.641047+00:00,0,1.92,0	1.92
2025-11-14T18:23:08.649262+00:00,2,1.92,2	1.92
2025-11-14T18:23:08.657434+00:00,4,1.94,4	1.94
2025-11-14T18:23:08.665626+00:00,-3,1.94,-3	1.94
2025-11-14T18:23:08.673838+00:00,0,1.92,0	1.92
2025-11-14T18:23:08.686096+00:00,1,1.91,1	1.91
2025-11-14T18:23:08.694255+00:00,0,1.91,0	1.91
2025-11-14T18:23:08.702503+00:00,-1,1.91,-1	1.91
2025-11-14T18:23:08.710727+00:00,0,1.91,0	1.91
2025-11-14T18:23:08.718908+00:00,3,1.93,3	1.93
2025-11-14T18:23:08.727067+00:00,0,1.93,0	1.93
2025-11-14T18:23:08.735268+00:00,-1,1.91,-1	1.91
2025-11-14T18:23:08.743529+00:00,1,1.87,1	1.87
2025-11-14T18:23:08.751773+00:00,0,1.87,0	1.87
2025-11-14T18:23:08.764083+00:00,-4,1.9,-4	1.90
2025-11-14T18:23:08.772179+00:00,0,1.9,0	1.90
2025-11-14T18:23:08.780370+00:00,1,1.89,1	1.89
2025-11-14T18:23:08.788917+00:00,0,1.89,0	1.89
2025-11-14T18:23:08.796816+00:00,0,1.89,0	1.89
2025-11-14T18:23:08.805421+00:00,-1,1.89,-1	1.89
2025-11-14T18:23:08.813176+00:00,-2,1.9,-2	1.90
2025-11-14T18:23:08.825622+00:00,-3,1.9,-3	1.90
2025-11-14T18:23:08.834049+00:00,4,1.92,4	1.92
2025-11-14T18:23:08.841793+00:00,1,1.92,1	1.92
2025-11-14T18:23:08.850556+00:00,-2,1.93,-2	1.93
2025-11-14T18:23:08.858254+00:00,0,1.92,0	1.92
2025-11-14T18:23:08.866832+00:00,0,1.92,0	1.92
2025-11-14T18:23:08.874976+00:00,2,1.93,2	1.93
2025-11-14T18:23:08.882957+00:00,-1,1.93,-1	1.93
2025-11-14T18:23:08.895477+00:00,-1,1.93,-1	1.93
2025-11-14T18:23:08.903467+00:00,3,1.92,3	1.92
2025-11-14T18:23:08.911744+00:00,1,1.92,1	1.92
2025-11-14T18:23:08.919885+00:00,0,1.92,0	1.92
2025-11-14T18:23:08.927956+00:00,0,1.92,0	1.92
2025-11-14T18:23:08.936467+00:00,-2,1.93,-2	1.93
2025-11-14T18:23:08.944327+00:00,0,1.92,0	1.92
2025-11-14T18:23:08.952764+00:00,0,1.92,0	1.92
2025-11-14T18:23:08.960738+00:00,0,1.91,0	1.91
2025-11-14T18:23:08.969230+00:00,1,1.91,1	1.91
2025-11-14T18:23:08.977120+00:00,-2,1.92,-2	1.92
2025-11-14T18:23:08.985635+00:00,1,1.92,1	1.92
2025-11-14T18:23:08.997832+00:00,-1,1.91,-1	1.91
2025-11-14T18:23:09.006043+00:00,0,1.91,0	1.91
2025-11-14T18:23:09.014242+00:00,-1,1.91,-1	1.91
2025-11-14T18:23:09.022330+00:00,-1,1.88,-1	1.88
2025-11-14T18:23:09.030444+00:00,1,1.86,1	1.86
2025-11-14T18:23:09.042825+00:00,-1,1.86,-1	1.86
2025-11-14T18:23:09.050867+00:00,0,1.82,0	1.82
2025-11-14T18:23:09.059249+00:00,0,1.82,0	1.82
2025-11-14T18:23:09.067509+00:00,-3,1.84,-3	1.84
2025-11-14T18:23:09.075785+00:00,0,1.83,0	1.83
2025-11-14T18:23:09.083623+00:00,0,1.83,0	1.83
2025-11-14T18:23:09.092143+00:00,2,1.83,2	1.83
2025-11-14T18:23:09.100244+00:00,0,1.81,0	1.81
2025-11-14T18:23:09.108627+00:00,1,1.76,1	1.76
2025-11-14T18:23:09.116686+00:00,0,1.75,0	1.75
2025-11-14T18:23:09.125557+00:00,0,1.75,0	1.75
2025-11-14T18:23:09.132807+00:00,3,1.77,3	1.77
2025-11-14T18:23:09.141317+00:00,1,1.77,1	1.77
2025-11-14T18:23:09.149606+00:00,1,1.77,1	1.77
2025-11-14T18:23:09.157954+00:00,-1,1.77,-1	1.77
2025-11-14T18:23:09.165897+00:00,1,1.77,1	1.77
2025-11-14T18:23:09.177888+00:00,-2,1.79,-2	1.79
2025-11-14T18:23:09.186339+00:00,5,1.85,5	1.85
2025-11-14T18:23:09.194239+00:00,2,1.86,2	1.86
2025-11-14T18:23:09.202595+00:00,-3,1.88,-3	1.88
2025-11-14T18:23:09.210705+00:00,2,1.89,2	1.89
2025-11-14T18:23:09.219101+00:00,-2,1.9,-2	1.90
2025-11-14T18:23:09.226994+00:00,1,1.9,1	1.90
2025-11-14T18:23:09.239319+00:00,-4,1.94,-4	1.94
2025-11-14T18:23:09.247963+00:00,0,1.94,0	1.94
2025-11-14T18:23:09.255896+00:00,1,1.95,1	1.95
2025-11-14T18:23:09.264554+00:00,0,1.94,0	1.94
2025-11-14T18:23:09.272378+00:00,0,1.93,0	1.93
2025-11-14T18:23:09.280506+00:00,-3,1.92,-3	1.92
2025-11-14T18:23:09.288575+00:00,-1,1.89,-1	1.89
2025-11-14T18:23:09.297056+00:00,0,1.88,0	1.88
2025-11-14T18:23:09.304754+00:00,0,1.79,0	1.79
2025-11-14T18:23:09.317083+00:00,-2,1.79,-2	1.79
2025-11-14T18:23:09.325271+00:00,2,1.76,2	1.76
2025-11-14T18:23:09.333514+00:00,-7,1.87,-7	1.87
2025-11-14T18:23:09.341782+00:00,0,1.87,0	1.87
2025-11-14T18:23:09.350126+00:00,5,1.93,5	1.93
2025-11-14T18:23:09.358103+00:00,2,1.93,2	1.93
2025-11-14T18:23:09.366574+00:00,1,1.93,1	1.93
2025-11-14T18:23:09.374759+00:00,0,1.93,0	1.93
2025-11-14T18:23:09.382754+00:00,-4,1.97,-4	1.97
2025-11-14T18:23:09.394923+00:00,3,1.99,3	1.99
2025-11-14T18:23:09.403125+00:00,-2,2.0,-2	2.00
2025-11-14T18:23:09.411582+00:00,-4,2.03,-4	2.03
